,industry_code,total_wages_before,quarter,total_wages_after,wage_change
2534,Coin-Operated Laundries and Drycleaners ,6491.066666666667,4,19229.466666666667,-12738.400000000001
2535,Collection Agencies,14071.940677966102,4,24758.830508474577,-10686.889830508475
2536,"Colleges, Universities, and Professional Schools ",20926.896480331263,4,37916.086956521736,-16989.190476190473
2537,"Commercial Air, Rail, and Water Trans Equipment Re...",9724.0,4,49409.833333333336,-39685.833333333336
2538,Commercial Bakeries ,18929.40243902439,4,43202.39024390244,-24272.98780487805
2539,Commercial Banking ,21200.67359050445,4,42942.66172106825,-21741.9881305638
2540,Commercial Photography ,21672.75,4,34810.75,-13138.0
2541,Commercial Printing (except Screen and Books) ,17881.61842105263,4,34170.97368421053,-16289.355263157897
2542,Commercial Screen Printing ,15263.384615384615,4,23425.384615384617,-8162.000000000002
2543,Commercial and Industrial Machinery and Equipment ...,18408.757142857143,4,44577.94285714286,-26169.185714285715
2544,Commercial and Institutional Building Const ,28527.36111111111,4,57057.09722222222,-28529.73611111111
2545,Commercial and Service Industry Machinery Mfg ,17981.375,4,45447.25,-27465.875
2546,"Commercial, Industrial, and Institutional Electric...",43022.3,4,56291.8,-13269.5
2547,Commodity Contracts Intermediation ,0.0,4,40557.0,-40557.0
2548,Community Food Services ,8399.384615384615,4,22620.153846153848,-14220.769230769232
2549,Computer Facilities Management Services ,33202.32432432433,4,57968.75675675676,-24766.432432432433
2550,Computer Systems Design Services ,28922.9667673716,4,58022.3836858006,-29099.416918429004
2551,Computer Terminal and Other Computer Peripheral Eq...,47248.692307692305,4,62820.230769230766,-15571.538461538461
2552,Computer Training ,33846.333333333336,4,54604.25,-20757.916666666664
2553,Computer and Computer Peripheral Equipment and Sof...,45384.2,4,84858.35454545454,-39474.15454545454
2554,"Computing Infrastructure Providers, Data Processin...",35742.773299748114,4,62697.287153652396,-26954.513853904282
2555,Confectionery Mfg from Purchased Chocolate ,34132.4,4,46415.8,-12283.400000000001
2556,Confectionery Merchant Wholesalers ,19203.722222222223,4,45750.833333333336,-26547.111111111113
2557,Confectionery and Nut Retailers ,6479.333333333333,4,8316.666666666666,-1837.333333333333
2558,Const Machinery Mfg,17055.137931034482,4,43437.3275862069,-26382.189655172417
2559,Const Sand and Gravel Mining ,21980.2,4,24690.0,-2709.7999999999993
2560,Const and Mining (except Oil Well) Machinery and E...,26481.893617021276,4,50749.425531914894,-24267.531914893618
2561,"Const, Mining, and Forestry Machinery and Equipmen...",68378.5,4,74338.875,-5960.375
2562,Consumer Electronics and Appliances Rental,16792.0,4,31881.92105263158,-15089.92105263158
2563,Consumer Lending ,17633.8,4,37158.4,-19524.600000000002
2564,Continuing Care Retirement Communities ,12317.670329670329,4,24137.978021978022,-11820.307692307693
2565,Convenience Retailers ,9687.566666666668,4,22272.566666666666,-12584.999999999998
2566,Convention and Trade Show Organizers,7015.506666666667,4,37539.4,-30523.893333333333
2567,Convention and Visitors Bureaus ,10766.0,4,35380.0,-24614.0
2568,Conveyor and Conveying Equipment Mfg ,20036.833333333332,4,32474.166666666668,-12437.333333333336
2569,Cookie and Cracker Mfg ,15646.0,4,49054.041666666664,-33408.041666666664
2570,"Copper Rolling, Drawing, Extruding, and Alloying",23315.0,4,58576.717391304344,-35261.717391304344
2571,"Corporate, Subsidiary, and Regional Managing Offic...",26772.422480620156,4,50866.69379844961,-24094.271317829454
2572,Correctional Institutions ,12808.536231884058,4,31876.971014492752,-19068.434782608696
2573,Corrugated and Solid Fiber Box Mfg ,21941.25,4,40623.11111111111,-18681.86111111111
2574,"Cosmetics, Beauty Supplies, and Perfume Retailers ",7711.760869565217,4,13427.282608695652,-5715.521739130435
2575,Cosmetology and Barber Schools ,15558.57142857143,4,33742.142857142855,-18183.571428571428
2576,Cotton Farming,22030.5,4,32936.166666666664,-10905.666666666664
2577,Cotton Ginning ,10669.92857142857,4,28047.35714285714,-17377.428571428572
2578,Couriers and Express Delivery Services,13109.329355608592,4,25727.957040572794,-12618.627684964202
2579,Court Reporting and Stenotype Services ,7022.833333333333,4,14434.333333333334,-7411.500000000001
2580,Courts ,25624.117647058825,4,34860.64705882353,-9236.529411764706
2581,Credit Bureaus,23034.272727272728,4,65711.30303030302,-42677.0303030303
2582,Credit Card Issuing ,41755.0,4,103235.46153846153,-61480.46153846153
2583,Credit Unions ,17937.673684210527,4,38593.12631578947,-20655.452631578944
2584,Crushed and Broken Granite Mining and Quarrying ,10769.0,4,49234.857142857145,-38465.857142857145
2585,Current-Carrying Wiring Device Mfg ,13712.142857142857,4,34073.57142857143,-20361.428571428572
2586,Curtain and Linen Mills,12391.545454545454,4,25942.227272727272,-13550.681818181818
2587,Custom Architectural Woodwork and Millwork Mfg ,22665.375,4,37914.875,-15249.5
2588,Custom Compounding of Purchased Resins ,22613.2,4,41343.0,-18729.8
2589,Custom Computer Programming Services ,35431.914230019494,4,69335.14035087719,-33903.2261208577
2590,"Cut Stock, Resawing Lumber, and Planing ",11453.111111111111,4,28355.88888888889,-16902.77777777778
2591,Cut Stone and Stone Product Mfg ,9732.692307692309,4,31883.46153846154,-22150.76923076923
2592,Cut and Sew Apparel Contractors ,9033.0,4,25596.333333333332,-16563.333333333332
2593,Cut and Sew Apparel Mfg (except Contractors) ,9077.457142857143,4,27229.17142857143,-18151.714285714286
2594,Dairy Cattle and Milk Production,21946.25,4,23537.25,-1591.0
2595,Dairy Product (except Dried or Canned) Merchant Wh...,25579.333333333332,4,38618.77777777778,-13039.444444444449
2596,Deep Sea Freight Trans ,18935.0,4,87160.66666666667,-68225.66666666667
2597,Deep Sea Passenger Trans ,15265.333333333334,4,33135.0,-17869.666666666664
2598,Dental Laboratories ,13097.333333333334,4,33541.77777777778,-20444.444444444445
2599,Department Stores ,9884.005546751188,4,22299.773375594294,-12415.767828843105
2600,Diagnostic Imaging Centers ,19112.41379310345,4,39251.44827586207,-20139.034482758623
2601,Diet and Weight Reducing Centers ,11954.8,4,16454.2,-4499.4000000000015
2602,Direct Health and Medical Insurance Carriers ,21359.319327731093,4,41356.075630252104,-19996.75630252101
2603,Direct Life Insurance Carriers ,23828.347826086956,4,38436.04347826087,-14607.695652173916
2604,Direct Mail Advertising,25084.75,4,56881.25,-31796.5
2605,Direct Property and Casualty Insurance Carriers ,18416.03240740741,4,38873.53240740741,-20457.5
2606,Direct Title Insurance Carriers ,32788.666666666664,4,65280.0,-32491.333333333336
2607,Directory and Mailing List Publishers ,40752.38461538462,4,70119.76923076923,-29367.384615384617
2608,Distilleries ,30219.75,4,20159.25,10060.5
2609,Document Preparation Services,17231.384615384617,4,20887.46153846154,-3656.076923076922
2610,Dog and Cat Food Mfg ,30755.95238095238,4,62229.23809523809,-31473.28571428571
2611,"Doll, Toy, and Game Mfg",37986.0,4,41551.0,-3565.0
2612,Drilling Oil and Gas Wells,15266.0,4,35237.25,-19971.25
2613,Drinking Places (Alcoholic Beverages) ,8411.561643835616,4,21628.465753424658,-13216.904109589042
2614,Drugs and Druggists' Sundries Merchant Wholesalers...,39069.666666666664,4,70614.8,-31545.13333333334
2615,"Dry Pasta, Dough, and Flour Mixes Mfg from Purchas...",26494.066666666666,4,50916.46666666667,-24422.4
2616,Drycleaning and Laundry Services (except Coin-Oper...,13311.820512820514,4,25572.153846153848,-12260.333333333334
2617,Drywall and Insulation Contractors ,19470.78947368421,4,34004.15789473684,-14533.36842105263
2618,Educational Support Services,15871.657894736842,4,32637.67105263158,-16766.01315789474
2619,Electric Power Distribution ,26870.0,4,56790.03703703704,-29920.037037037036
2620,"Electrical Apparatus and Equipment, Wiring Supplie...",21473.1875,4,40897.84375,-19424.65625
2621,Electrical Contractors and Other Wiring Installati...,18569.73469387755,4,42749.510204081635,-24179.775510204083
2622,Electromedical and Electrotherapeutic Apparatus Mf...,41328.42857142857,4,49558.857142857145,-8230.428571428572
2623,Electronic Computer Mfg ,40945.208333333336,4,68358.125,-27412.916666666664
2624,Electronic and Precision Equipment Repair and Main...,27817.521739130436,4,41557.811594202896,-13740.28985507246
2625,Electronics and Appliance Retailers ,17521.74761904762,4,32833.08095238095,-15311.333333333332
2626,"Electroplating, Plating, Polishing, Anodizing, and...",16363.5,4,40273.25,-23909.75
2627,Elementary and Secondary Schools ,12325.11328976035,4,25696.654320987655,-13371.541031227305
2628,Emergency and Other Relief Services ,13283.708333333334,4,34918.958333333336,-21635.25
2629,Employment Placement Agencies ,18223.839788732395,4,34213.47711267605,-15989.637323943658
2630,Engineered Wood Member Mfg ,8619.4,4,20502.4,-11883.000000000002
2631,Engineering Services,28476.536263736263,4,60155.78461538462,-31679.248351648355
2632,"Environment, Conservation and Wildlife Organizatio...",23365.166666666668,4,40266.0,-16900.833333333332
2633,Environmental Consulting Services,22381.8,4,45153.26666666667,-22771.46666666667
2634,Exam Preparation and Tutoring ,12407.166666666666,4,24541.666666666668,-12134.500000000002
2635,Executive Offices ,10364.555555555555,4,37299.88888888889,-26935.333333333336
2636,Executive Search Services ,17094.318840579712,4,54424.52173913043,-37330.20289855072
2637,"Executive and Legislative Offices, Combined ",16028.8,4,30925.396273291924,-14896.596273291925
2638,Exterminating and Pest Control Services,18505.739130434784,4,30380.17391304348,-11874.434782608696
2639,Fabric Coating Mills,14099.25,4,33308.5,-19209.25
2640,Fabricated Pipe and Pipe Fitting Mfg ,31259.333333333332,4,41486.833333333336,-10227.500000000004
2641,Fabricated Structural Metal Mfg ,15896.96875,4,42660.9375,-26763.96875
2642,Facilities Support Services,13337.630901287554,4,29174.51502145923,-15836.884120171675
2643,Family Planning Centers ,14392.56,4,36427.84,-22035.28
2644,Farm Labor Contractors and Crew Leaders ,14133.111111111111,4,28996.444444444445,-14863.333333333334
2645,Farm Machinery and Equipment Mfg ,24761.0,4,59393.4,-34632.4
2646,Farm Product Warehousing and Storage,13453.666666666666,4,19138.666666666668,-5685.000000000002
2647,Farm Supplies Merchant Wholesalers ,17945.35,4,35938.15,-17992.800000000003
2648,Farm and Garden Machinery and Equipment Merchant W...,19896.180327868853,4,35863.360655737706,-15967.180327868853
2649,"Fastener, Button, Needle, and Pin Mfg ",16976.384615384617,4,36392.46153846154,-19416.076923076922
2650,Fats and Oils Refining and Blending ,28981.333333333332,4,45223.5,-16242.166666666668
2651,Fiber Optic Cable Mfg ,24842.41176470588,4,42946.17647058824,-18103.764705882357
2652,"Fiber, Yarn, and Thread Mills ",18250.491017964072,4,36361.239520958086,-18110.748502994014
2653,"Financial Transactions Processing, Reserve, and Cl...",26966.843137254902,4,51526.72549019608,-24559.882352941175
2654,Fine Arts Schools ,11039.363636363636,4,14810.272727272728,-3770.909090909092
2655,Finish Carpentry Contractors,19353.81081081081,4,38272.54054054054,-18918.72972972973
2656,Fire Protection ,9572.6,4,73726.4,-64153.799999999996
2657,Fish and Seafood Merchant Wholesalers ,15741.875,4,36890.25,-21148.375
2658,Fish and Seafood Retailers ,595.75,4,10147.0,-9551.25
2659,Fitness and Recreational Sports Centers ,13733.669902912621,4,18744.35922330097,-5010.689320388348
2660,Flat Glass Mfg ,8668.785714285714,4,33072.5,-24403.714285714286
2661,Flavoring Syrup and Concentrate Mfg,15922.92857142857,4,69236.0,-53313.07142857143
2662,Flight Training ,14650.142857142857,4,58784.857142857145,-44134.71428571429
2663,Floor Covering Retailers ,16368.938775510203,4,40498.4693877551,-24129.5306122449
2664,Flooring Contractors,21213.875,4,49660.083333333336,-28446.208333333336
2665,Floriculture Production ,12272.5,4,32262.25,-19989.75
2666,Florists ,8841.36,4,22745.48,-13904.119999999999
2667,"Flower, Nursery Stock, and Florists' Supplies Merc...",26767.25,4,38850.6875,-12083.4375
2668,Fluid Milk Mfg ,12232.2,4,62650.8,-50418.600000000006
2669,Fluid Power Cylinder and Actuator Mfg ,24305.0,4,56993.2,-32688.199999999997
2670,Fluid Power Pump and Motor Mfg ,8706.0,4,41953.0,-33247.0
2671,Folding Paperboard Box Mfg ,18690.7,4,56262.675,-37571.975000000006
2672,Food (Health) Supplement Retailers ,10995.09090909091,4,19555.909090909092,-8560.818181818182
2673,Food Product Machinery Mfg ,31137.777777777777,4,39575.22222222222,-8437.444444444442
2674,Food Service Contractors,9958.19093078759,4,25930.806682577564,-15972.615751789974
2675,Footwear Mfg ,9710.6,4,15206.2,-5495.6
2676,Footwear Merchant Wholesalers ,59120.5,4,84096.5,-24976.0
2677,Forest Nurseries and Gathering of Forest Products ,8198.333333333334,4,16297.333333333334,-8099.0
2678,Framing Contractors ,15518.666666666666,4,57961.333333333336,-42442.66666666667
2679,Freestanding Ambulatory Surgical and Emergency Cen...,18320.72340425532,4,35638.914893617024,-17318.191489361703
2680,Freight Trans Arrangement ,18605.583120204603,4,40339.03069053708,-21733.44757033248
2681,Fresh Fruit and Vegetable Merchant Wholesalers ,14346.872340425532,4,40970.36170212766,-26623.489361702126
2682,"Frozen Cakes, Pies, and Other Pastries Mfg ",8737.133333333333,4,18711.933333333334,-9974.800000000001
2683,Frozen Specialty Food Mfg ,8282.0,4,23020.928571428572,-14738.928571428572
2684,Fruit and Vegetable Canning ,33355.82352941176,4,53781.05882352941,-20425.23529411765
2685,Fruit and Vegetable Retailers ,8524.363636363636,4,32538.090909090908,-24013.727272727272
2686,Fuel Dealers ,13192.078947368422,4,32516.157894736843,-19324.07894736842
2687,Full-Service Restaurants ,8544.610614818708,4,21176.659485023647,-12632.048870204939
2688,Funeral Homes and Funeral Services ,13266.538461538461,4,21865.0,-8598.461538461539
2689,Furniture Merchant Wholesalers ,20619.25,4,40565.65625,-19946.40625
2690,Furniture Retailers ,12928.475,4,29762.766666666666,-16834.291666666664
2691,"Gasket, Packing, and Sealing Device Mfg ",15121.444444444445,4,32698.11111111111,-17576.666666666664
2692,Gasoline Stations with Convenience Stores ,8220.043307086615,4,16952.51181102362,-8732.468503937007
2693,General Automotive Repair ,16645.375,4,29923.416666666668,-13278.041666666668
2694,"General Freight Trucking, Local ",13024.199004975124,4,30089.039800995026,-17064.840796019904
2695,"General Freight Trucking, Long-Distance, Less Than...",14231.463215258855,4,30615.92643051771,-16384.463215258853
2696,"General Freight Trucking, Long-Distance, Truckload...",15155.902597402597,4,40152.70995670996,-24996.80735930736
2697,General Line Grocery Merchant Wholesalers ,20512.973684210527,4,40735.58947368421,-20222.615789473683
2698,General Medical and Surgical Hospitals ,14369.07273768614,4,42471.15406643757,-28102.081328751432
2699,General Rental Centers,9904.25,4,28787.25,-18883.0
2700,General Warehousing and Storage ,12310.680118694361,4,26786.963798219585,-14476.283679525224
2701,"Gift, Novelty, and Souvenir Retailers ",16511.05,4,34762.675,-18251.625000000004
2702,Glass Container Mfg ,21316.0,4,43353.5,-22037.5
2703,Glass Product Mfg Made of Purchased Glass ,5251.222222222223,4,24652.222222222223,-19401.0
2704,Glass and Glazing Contractors ,24535.0,4,38963.818181818184,-14428.818181818184
2705,Golf Courses and Country Clubs,19810.822580645163,4,30198.6935483871,-10387.870967741936
2706,Grantmaking Foundations ,11361.2,4,38413.3,-27052.100000000002
2707,Graphic Design Services,36539.90476190476,4,113882.71428571429,-77342.80952380953
2708,Gypsum Product Mfg,21373.333333333332,4,50535.5,-29162.166666666668
2709,HMO Medical Centers ,23984.166666666668,4,38063.0,-14078.833333333332
2710,Hardware Mfg,27338.428571428572,4,38061.142857142855,-10722.714285714283
2711,Hardware Merchant Wholesalers ,13456.16,4,31205.46,-17749.3
2712,Hardware Retailers ,15095.756756756757,4,24202.72972972973,-9106.972972972973
2713,Hardwood Veneer and Plywood Mfg ,27959.464285714286,4,54571.53571428572,-26612.07142857143
2714,Hazardous Waste Collection ,12337.6,4,32912.2,-20574.6
2715,Hazardous Waste Treatment and Disposal ,19969.125,4,46850.125,-26881.0
2716,Health and Welfare Funds ,18531.6,4,46310.6,-27779.0
2717,Heating Equipment (except Warm Air Furnaces) Mfg ,16884.666666666668,4,29243.0,-12358.333333333332
2718,Heavy Duty Truck Mfg,1587.1666666666667,4,47643.833333333336,-46056.66666666667
2719,"Highway, Street, and Bridge Const ",14274.425742574258,4,33183.544554455446,-18909.118811881188
2720,"Hobby, Toy, and Game Retailers ",9233.068965517241,4,17713.55172413793,-8480.48275862069
2721,Home Centers ,15729.158371040725,4,29067.776018099546,-13338.617647058822
2722,Home Furnishing Merchant Wholesalers ,20683.943396226416,4,33900.981132075474,-13217.037735849059
2723,Home Health Services,12402.864493996569,4,23012.445969125216,-10609.581475128647
2724,Home Health Equipment Rental ,20588.090909090908,4,33807.242424242424,-13219.151515151516
2725,Home and Garden Equipment Repair and Maintenance ,33985.75,4,29096.25,4889.5
2726,Hotels (except Casino Hotels) and Motels ,8241.78093306288,4,24340.12981744422,-16098.34888438134
2727,"Household Appliances, Electric Housewares, and Con...",22356.206896551725,4,53571.137931034486,-31214.93103448276
2728,Household Furniture (except Wood and Upholstered) ...,5446.0,4,33491.666666666664,-28045.666666666664
2729,Human Resources Consulting Services ,22268.508196721312,4,40108.86885245902,-17840.360655737706
2730,Human Rights Organizations ,14549.140350877193,4,26918.0,-12368.859649122807
2731,Ice Cream and Frozen Dessert Mfg,14036.8,4,38597.0,-24560.2
2732,Ice Mfg ,7972.0,4,18542.0,-10570.0
2733,In-Vitro Diagnostic Substance Mfg ,18991.0,4,63321.166666666664,-44330.166666666664
2734,"Independent Artists, Writers, and Performers ",13102.75,4,30465.416666666668,-17362.666666666668
2735,Indoor and Outdoor Display Advertising,16850.925925925927,4,26346.51851851852,-9495.592592592591
2736,Industrial Building Const ,24347.849056603773,4,49982.622641509435,-25634.773584905663
2737,Industrial Design Services,27698.5,4,49051.75,-21353.25
2738,Industrial Launderers ,19506.166666666668,4,53501.083333333336,-33994.91666666667
2739,Industrial Machinery and Equipment Merchant Wholes...,28968.508620689656,4,51158.66379310345,-22190.155172413793
2740,Industrial Mold Mfg ,16762.0,4,34122.333333333336,-17360.333333333336
2741,Industrial Supplies Merchant Wholesalers,19255.060606060608,4,40605.57575757576,-21350.515151515152
2742,"Industrial Truck, Tractor, Trailer, and Stacker Ma...",19695.590909090908,4,40470.454545454544,-20774.863636363636
2743,Industrial Valve Mfg ,21549.0,4,49907.61538461538,-28358.615384615383
2744,Industrial and Personal Service Paper Merchant Who...,25045.682352941178,4,53967.294117647056,-28921.611764705878
2745,Institutional Furniture Mfg ,11553.333333333334,4,26431.833333333332,-14878.499999999998
2746,Instrument Mfg for Measuring and Testing Electrici...,44376.5,4,89859.75,-45483.25
2747,Instruments and Related Products Mfg for Measuring...,27885.153846153848,4,47737.46153846154,-19852.30769230769
2748,Insurance Agencies and Brokerages ,19575.255,4,36151.315,-16576.06
2749,Interior Design Services,20711.470588235294,4,47064.705882352944,-26353.23529411765
2750,"International, Secondary Market, and All Other Non...",16132.145833333334,4,36618.4375,-20486.291666666664
2751,Interurban and Rural Bus Trans,21183.555555555555,4,34363.0,-13179.444444444445
2752,Investigation and Personal Background Check Servic...,16916.733333333334,4,23725.6,-6808.866666666665
2753,Investment Banking and Securities Intermediation ,25107.745762711864,4,64664.627118644064,-39556.8813559322
2754,Iron Foundries ,9952.941176470587,4,28781.235294117647,-18828.29411764706
2755,Iron and Steel Mills and Ferroalloy Mfg ,10310.0,4,18479.0,-8169.0
2756,Iron and Steel Pipe and Tube Mfg from Purchased St...,921.3333333333334,4,26144.333333333332,-25223.0
2757,Irradiation Apparatus Mfg ,63372.833333333336,4,97283.83333333333,-33910.99999999999
2758,Janitorial Services ,8420.204188481675,4,19500.00261780105,-11079.798429319373
2759,Jewelry Retailers ,14995.655172413793,4,28165.655172413793,-13170.0
2760,"Jewelry, Watch, Precious Stone, and Precious Metal...",24554.666666666668,4,30951.166666666668,-6396.5
2761,Junior Colleges ,18556.775,4,35997.325,-17440.549999999996
2762,"Kaolin, Clay, and Ceramic and Refractory Minerals ...",25495.153846153848,4,49975.153846153844,-24479.999999999996
2763,Kidney Dialysis Centers ,15286.903846153846,4,35215.78846153846,-19928.884615384617
2764,Labor Unions and Similar Labor Organizations ,14284.75,4,23344.5,-9059.75
2765,Land Subdivision ,20435.85,4,44102.85,-23667.0
2766,Landscape Architectural Services,41289.666666666664,4,46040.833333333336,-4751.1666666666715
2767,Landscaping Services,16071.342857142858,4,29838.379591836736,-13767.036734693878
2768,Language Schools ,15772.5,4,13582.666666666666,2189.833333333334
2769,Lawn and Garden Tractor and Home Lawn and Garden E...,16689.18181818182,4,44039.09090909091,-27349.909090909092
2770,Legal Counsel and Prosecution ,15788.272727272728,4,38252.09090909091,-22463.818181818184
2771,Legislative Bodies ,23326.846153846152,4,42424.88461538462,-19098.038461538465
2772,Lessors of Miniwarehouses and Self-Storage Units ,11374.942307692309,4,24068.53846153846,-12693.596153846152
2773,Lessors of Nonfinancial Intangible Assets (except ...,25062.0,4,57128.375,-32066.375
2774,Lessors of Nonresidential Buildings (except Miniwa...,19168.371794871793,4,39163.243589743586,-19994.871794871793
2775,Lessors of Other Real Estate Property ,11981.25,4,41728.875,-29747.625
2776,Lessors of Residential Buildings and Dwellings ,17548.84662576687,4,34761.920245398775,-17213.073619631905
2777,Libraries and Archives ,8200.666666666666,4,15564.533333333333,-7363.866666666667
2778,Limited-Service Restaurants ,7313.146438746438,4,15634.377777777778,-8321.23133903134
2779,Limousine Service,10097.235294117647,4,18534.58823529412,-8437.352941176472
2780,Linen Supply ,11825.608695652174,4,26080.17391304348,-14254.565217391306
2781,Local Messengers and Local Delivery,12437.015625,4,26339.265625,-13902.25
2782,Locksmiths ,3006.0,4,17324.666666666668,-14318.666666666668
2783,Logging ,18292.684210526317,4,34078.15789473684,-15785.473684210523
2784,Luggage and Leather Goods Retailers ,7386.2,4,27795.6,-20409.399999999998
2785,"Lumber, Plywood, Millwork, and Wood Panel Merchant...",19904.426666666666,4,41051.88,-21147.45333333333
2786,Machine Shops,16255.49090909091,4,36273.58181818182,-20018.090909090908
2787,Machine Tool Mfg ,16602.8,4,40429.6,-23826.8
2788,Major Household Appliance Mfg ,15427.081081081082,4,32666.486486486487,-17239.405405405407
2789,Manufactured (Mobile) Home Dealers ,23597.8,4,15708.4,7889.4
2790,Manufactured Home (Mobile Home) Mfg ,14418.0,4,35609.2,-21191.199999999997
2791,Marinas,25734.5,4,33502.75,-7768.25
2792,Marine Cargo Handling,16493.85714285714,4,30837.5,-14343.642857142859
2793,Marketing Consulting Services ,21945.838888888888,4,43135.16111111111,-21189.322222222225
2794,Marketing Research and Public Opinion Polling,18048.75,4,22476.972222222223,-4428.222222222223
2795,Masonry Contractors ,18403.0,4,31676.157894736843,-13273.157894736843
2796,Materials Recovery Facilities ,14586.23076923077,4,33057.307692307695,-18471.076923076926
2797,Mattress Mfg,15298.206896551725,4,33929.34482758621,-18631.137931034486
2798,"Mayonnaise, Dressing, and Other Prepared Sauce Mfg...",20356.35714285714,4,40260.5,-19904.14285714286
2799,"Measuring, Dispensing, and Other Pumping Equipment...",26575.266666666666,4,44776.066666666666,-18200.8
2800,Meat Processed from Carcasses ,18608.23076923077,4,32702.884615384617,-14094.653846153848
2801,Meat Retailers ,23676.714285714286,4,37730.57142857143,-14053.857142857141
2802,Meat and Meat Product Merchant Wholesalers ,17752.135135135137,4,37676.27027027027,-19924.135135135137
2803,Mechanical Power Transmission Equipment Mfg ,15948.5,4,42421.166666666664,-26472.666666666664
2804,Media Buying Agencies,43374.6,4,83268.8,-39894.200000000004
2805,Media Representatives,68678.16666666667,4,122196.5,-53518.33333333333
2806,"Media Streaming Distribution Services, Social Netw...",26421.30909090909,4,51344.63636363636,-24923.32727272727
2807,Medical Laboratories ,19221.149532710282,4,36366.85981308411,-17145.71028037383
2808,"Medical, Dental, and Hospital Equipment and Suppli...",24037.36752136752,4,51736.769230769234,-27699.401709401714
2809,Medicinal and Botanical Mfg ,13744.666666666666,4,56203.0,-42458.333333333336
2810,Metal Can Mfg ,31961.590909090908,4,61861.818181818184,-29900.227272727276
2811,"Metal Coating, Engraving (except Jewelry and Silve...",25627.92,4,33845.68,-8217.760000000002
2812,"Metal Crown, Closure, and Other Metal Stamping (ex...",12302.0,4,39823.857142857145,-27521.857142857145
2813,Metal Heat Treating ,26670.6,4,39747.6,-13077.0
2814,Metal Service Centers and Other Metal Merchant Who...,23225.063829787236,4,40412.1914893617,-17187.127659574464
2815,Metal Tank (Heavy Gauge) Mfg,25338.0,4,44528.57142857143,-19190.571428571428
2816,Metal Window and Door Mfg ,20448.603174603173,4,36486.920634920636,-16038.317460317463
2817,"Military Armored Vehicle, Tank, and Tank Component...",37278.666666666664,4,67188.66666666667,-29910.000000000007
2818,Mineral Wool Mfg ,26936.9,4,55250.3,-28313.4
2819,Miscellaneous Financial Investment Activities ,66230.0,4,122740.4,-56510.399999999994
2820,Miscellaneous Intermediation ,25573.25,4,44261.125,-18687.875
2821,Mixed Mode Transit Systems ,24825.967741935485,4,42304.6935483871,-17478.725806451614
2822,Mobile Food Services,6011.818181818182,4,25560.272727272728,-19548.454545454544
2823,Monetary Authorities-Central Bank,47149.0,4,52346.0,-5197.0
2824,Mortgage and Nonmortgage Loan Brokers ,30181.0625,4,59543.09375,-29362.03125
2825,Motion Picture Theaters (except Drive-Ins) ,7852.48,4,28737.2,-20884.72
2826,Motion Picture and Video Production ,28334.55860349127,4,46706.463840399,-18371.905236907733
2827,Motor Vehicle Body Mfg ,16648.169811320753,4,31225.471698113208,-14577.301886792455
2828,Motor Vehicle Brake System Mfg,16038.157894736842,4,27725.052631578947,-11686.894736842105
2829,Motor Vehicle Electrical and Electronic Equipment ...,48122.833333333336,4,91913.22222222222,-43790.38888888888
2830,Motor Vehicle Gasoline Engine and Engine Parts Mfg,27909.647058823528,4,48246.58823529412,-20336.94117647059
2831,Motor Vehicle Metal Stamping,14544.09677419355,4,38728.83870967742,-24184.741935483868
2832,Motor Vehicle Parts (Used) Merchant Wholesalers ,9120.166666666666,4,28929.5,-19809.333333333336
2833,Motor Vehicle Seating and Interior Trim Mfg,11428.261904761905,4,30474.47619047619,-19046.214285714286
2834,Motor Vehicle Steering and Suspension Components (...,16927.0,4,36686.4,-19759.4
2835,Motor Vehicle Supplies and New Parts Merchant Whol...,17335.717171717173,4,32707.262626262625,-15371.545454545452
2836,Motor Vehicle Towing,18137.95238095238,4,25995.428571428572,-7857.476190476191
2837,Motor Vehicle Transmission and Power Train Parts M...,24845.6,4,48091.8,-23246.200000000004
2838,"Motorcycle, ATV, and All Other Motor Vehicle Deale...",11570.947368421053,4,27167.315789473683,-15596.36842105263
2839,Museums ,16799.714285714286,4,35003.857142857145,-18204.14285714286
2840,Musical Groups and Artists ,10370.833333333334,4,14298.166666666666,-3927.333333333332
2841,Musical Instrument and Supplies Retailers ,9565.666666666666,4,9945.333333333334,-379.6666666666679
2842,Nail Salons ,8618.42857142857,4,18175.14285714286,-9556.714285714288
2843,National Security ,17923.928571428572,4,27732.928571428572,-9809.0
2844,Natural Gas Distribution ,22538.071428571428,4,50327.75,-27789.678571428572
2845,Nature Parks and Other Similar Institutions,8675.8,4,17187.4,-8511.600000000002
2846,New Car Dealers ,18507.645161290322,4,37203.66129032258,-18696.01612903226
2847,New Housing For-Sale Builders ,20782.95,4,42392.85,-21609.899999999998
2848,New Multifamily Housing Const (except For-Sale Bui...,27319.545454545456,4,44079.454545454544,-16759.90909090909
2849,New Single-Family Housing Const (except For-Sale B...,22948.739130434784,4,50962.315217391304,-28013.57608695652
2850,Newspaper Publishers ,31047.444444444445,4,58299.22222222222,-27251.777777777774
2851,Noncurrent-Carrying Wiring Device Mfg ,4199.0,4,32383.0,-28184.0
2852,Nonferrous Forging ,0.0,4,20318.0,-20318.0
2853,Nonresidential Property Managers ,21049.92105263158,4,41843.78947368421,-20793.868421052633
2854,Nonscheduled Chartered Passenger Air Trans ,9669.6,4,107395.2,-97725.59999999999
